category,issue_examples,to,cc1,cc2,cc3,entities_required
school_bus_safety,school bus overloaded;driver without valid licence;driver rash driving;attendant not available;CCTV not working;GPS not installed;fire extinguisher absent;first aid box unavailable;fitness certificate expired;permit expired;students standing in bus;unsafe boarding point;unsafe drop point;bus not maintained;brake failure complaint;speed governor not working;seat belts unavailable;emergency exit blocked;bus route unsafe;driver using mobile phone;driver intoxicated;school ignoring complaints;transport contractor violation;inspection requested;parent representation;RTO not acting;education department intervention;urgent vehicle inspection;student safety concern;school transport policy violation,Regional Transport Officer,Chief Educational Officer,Superintendent of Police (Traffic),District Collector,school_name;vehicle_number
consumer_complaint,defective product;defective electronic goods;defective mobile phone;defective vehicle;poor service;service centre delay;refund denied;replacement denied;warranty claim rejected;AMC dispute;false advertisement;online shopping fraud;e-commerce seller issue;delivery of wrong product;damaged goods delivered;duplicate product supplied;service deficiency;unfair trade practice;hidden charges;booking amount not refunded;builder service deficiency;travel package dispute;gym membership dispute;coaching institute dispute;subscription cancellation denied;consumer rights violation;legal notice before consumer commission;representation pending;compensation requested;product safety issue,District Consumer Disputes Redressal Commission,State Consumer Disputes Redressal Commission,Central Consumer Protection Authority,District Collector,shop_name;product_name;purchase_date;bill_number
mrp_overcharging,product sold above MRP;medicine sold above MRP;water bottle sold above MRP;soft drink sold above MRP;cinema canteen overcharging;railway stall overcharging;airport shop overcharging;restaurant charging above MRP for packaged goods;MRP sticker altered;price tag different from bill;hidden charges added;GST charged incorrectly;retailer refusing bill;no price display;festival season overpricing;school canteen overcharging;hospital pharmacy overcharging;fuel additives forced;combo purchase forced;consumer cheated on price;duplicate invoice;cash memo denied;product price manipulated;retailer threatening consumer;online MRP mismatch;MRP tampered after manufacture;illegal surcharge;inspection requested;compensation requested;consumer rights violation,"Assistant Commissioner, Department of Legal Metrology",Controller of Legal Metrology,District Consumer Disputes Redressal Commission,District Collector,shop_name;product_name;purchase_date
short_weighing,short weight in grocery shop;underweight LPG cylinder;gold jewellery weight discrepancy;vegetable vendor using faulty weighing scale;fish market short weighing;meat shop cheating;fuel quantity shortage at petrol bunk;milk quantity less than billed;electronic weighing machine tampered;weights not stamped;expired verification seal;tampered weighing machine;commercial weighing fraud;rice quantity shortage;fertilizer quantity shortage;construction material short supply;shop refusing re-weighment;inspection requested;mobile weighing complaint;consumer cheated in quantity;hidden deduction;packing weight manipulated;delivery quantity mismatch;fair price shop short weighing;market inspection requested;vehicle weighbridge issue;industrial weighbridge issue;legal metrology complaint;penalty requested;repeat offender,Inspector of Legal Metrology,Assistant Controller of Legal Metrology,Controller of Legal Metrology,District Collector,shop_name;product_name
food_adulteration,adulterated milk;adulterated edible oil;artificial colors in food;spoiled packaged food;expired food sold;unsafe sweets;contaminated drinking water served;restaurant serving stale food;food poisoning;fake branded food;substandard spices;adulterated ghee;adulterated tea powder;adulterated coffee powder;illegal food manufacturing;unlicensed food business;food without FSSAI licence;improper food storage;worms in packaged food;foreign particles in food;chemical contamination;restaurant kitchen unhygienic;bakery hygiene issue;street food contamination;consumer illness after food;food sample testing requested;food safety inspection;FSSAI complaint;closure requested;public health risk,"Designated Officer, Food Safety Department",Commissioner of Food Safety,District Collector,Food Safety and Standards Authority of India (State Office),shop_name;product_name;purchase_date
restaurant_hygiene,restaurant unhygienic;kitchen dirty;cockroach infestation;rat infestation;food handlers without gloves;food handlers without hair caps;expired ingredients used;drinking water contaminated;improper waste disposal;blocked drainage;bad smell from kitchen;unclean dining area;toilets not maintained;food poisoning complaint;flies in kitchen;improper refrigeration;unclean utensils;stale food served;restaurant without licence;unsafe cooking practices;gas leak hazard;smoke nuisance;illegal outdoor cooking;public nuisance;food safety inspection requested;repeat hygiene violations;consumer complaint ignored;restaurant operating after closure order;public health concern;licence cancellation requested,"Designated Officer, Food Safety Department",Commissioner of Food Safety,Municipal Commissioner,District Collector,shop_name;street_name;village
pharmacy_violation,expired medicines sold;medicine without bill;Schedule H drugs sold without prescription;narcotic drugs misuse;pharmacist absent;unlicensed pharmacy;duplicate medicines;counterfeit medicines;medicine stored improperly;temperature-sensitive drugs spoiled;MRP overcharging;generic medicine substitution without consent;refusal to issue bill;medicine dispensing error;wrong medicine supplied;expired vaccine;illegal online medicine sales;controlled drugs violation;pharmacy licence expired;unauthorized medical shop;inspection requested;drug quality complaint;drug adverse reaction;public health complaint;chemist misconduct;drug inspector not responding;licence suspension requested;repeat violations;consumer safety issue;urgent inspection,Drug Inspector,Assistant Director of Drugs Control,Director of Drugs Control,District Collector,shop_name;street_name;village
temple_administration,poor temple administration;misuse of temple funds;unauthorized trustee actions;illegal collection of donations;poor maintenance of temple;temple renovation delayed;daily pooja not conducted;festival mismanagement;temple hundial irregularity;staff misconduct;encroachment inside temple;complex property dispute;unauthorized commercial activity;darshan management complaint;VIP privilege misuse;temple records not maintained;heritage structure neglected;public access denied;temple tank neglected;illegal leasing of temple property;HR&CE not responding;audit requested;inspection requested;executive officer misconduct;public grievance;court order not implemented;representation pending;security concerns;temple cleanliness issue;religious endowment complaint,"Executive Officer, Temple","Assistant Commissioner, HR&CE","Joint Commissioner, HR&CE","Commissioner, HR&CE",temple_name;village;taluk
temple_land,temple land encroached;illegal lease of temple land;unauthorized construction on temple land;fake patta for temple land;illegal sale of temple land;forged documents;illegal cultivation;lease renewal dispute;rent arrears not collected;boundary dispute;survey requested;temple land records incorrect;land grabbing;encroachment removal requested;government land wrongly classified;temple property alienation;mutation issue;illegal fencing;commercial use without approval;court order not implemented;HR&CE not acting;District administration not responding;inspection requested;public interest complaint;heritage protection issue;fraudulent registration;patta cancellation requested;illegal subdivision;land restoration requested;urgent eviction,"Assistant Commissioner, HR&CE","Joint Commissioner, HR&CE","Commissioner, HR&CE",District Collector,temple_name;survey_number;village;taluk
festival_permission,festival permission delayed;public procession permission;sound system permission;temporary stage approval;road closure request;religious procession;community festival;cultural programme;police permission delayed;fire safety clearance pending;traffic diversion request;public meeting permission;ground usage permission;pandhal permission;electricity temporary connection;drinking water arrangements;sanitation arrangements;crowd control request;security deployment;permission rejected without reason;conditions disputed;appeal against rejection;late application;festival timing extension;inspection pending;NOC pending;public safety compliance;representation pending;urgent permission;multi-department approval,Revenue Divisional Officer,Superintendent of Police,Station Fire Officer,District Collector,temple_name;festival_name;festival_date;village;taluk
tourist_facility,tourist toilet not maintained;tourist information centre closed;poor sanitation at tourist site;unsafe tourist destination;broken pathways;poor lighting;lack of drinking water;parking issues;ticket counter mismanagement;overcharging tourists;guides demanding excess money;public amenities unavailable;disabled access unavailable;heritage site neglected;garbage accumulation;security concerns;illegal vendors;poor signage;rest house maintenance issue;government tourism hotel complaint;museum facilities poor;public transport connectivity issue;tourist harassment;inspection requested;representation pending;tourism promotion issue;facility upgrade requested;emergency response unavailable;public safety issue;tourism infrastructure complaint,Regional Tourist Officer,Commissioner of Tourism,District Collector,Department of Tourism,facility_name;village;taluk
museum_maintenance,museum building damaged;artifacts not maintained;air conditioning not working;poor lighting;water leakage;public toilets unavailable;ticket counter issue;security concerns;CCTV not working;display boards damaged;digital exhibits not functioning;cleanliness issues;wheelchair access unavailable;fire safety issue;roof leakage;public harassment;parking unavailable;heritage preservation issue;illegal photography dispute;visitor amenities poor;staff misconduct;maintenance delayed;inspection requested;representation pending;public grievance;museum renovation requested;collection preservation concern;public safety issue;government funding delay;accessibility complaint,Museum Curator,Commissioner of Museums,Department of Museums,District Collector,facility_name;village;taluk
public_library,library closed during working hours;books not available;requested books not procured;library membership denied;membership renewal delayed;library card not issued;digital library not functioning;internet unavailable in library;reading hall overcrowded;library building damaged;roof leakage;fans not working;lights not working;drinking water unavailable;toilets not maintained;staff absent;newspapers not supplied;competitive exam books unavailable;children's section inadequate;disabled access unavailable;library timings inconvenient;library computer not working;Wi-Fi unavailable;library records not updated;public disturbance inside library;CCTV not working;security concerns;maintenance neglected;inspection requested;new library requested,District Library Officer,Director of Public Libraries,District Collector,School Education Department,facility_name;village;taluk
sports_facility,playground not maintained;stadium maintenance poor;sports equipment unavailable;coach not appointed;swimming pool closed;gymnasium not functioning;indoor stadium unavailable;sports hostel facilities poor;athletics track damaged;football ground damaged;cricket pitch not maintained;basketball court damaged;volleyball court damaged;lighting not working;drinking water unavailable;toilets not maintained;changing room unavailable;selection trial grievance;sports scholarship delayed;training camp cancelled;public access denied;illegal encroachment on playground;booking issues;membership denied;maintenance funds misused;inspection requested;new sports facility requested;public safety concern;disabled sports facilities unavailable;representation pending,District Sports Officer,"Regional Joint Director, Sports Development Authority of Tamil Nadu","Member Secretary, SDAT",District Collector,facility_name;village;taluk
aadhaar_update,Aadhaar address update pending;name correction pending;date of birth correction;mobile number update;email update;gender correction;biometric update delayed;Aadhaar locked;Aadhaar suspended;application rejected;document verification pending;duplicate Aadhaar issue;Aadhaar PVC card not received;Aadhaar download issue;demographic update failed;wrong photograph;incorrect relationship details;language correction;authentication failure;Aadhaar not linked with DBT;bank seeding issue;Aadhaar not linked to ration card;UIDAI portal error;e-Seva centre delay;operator misconduct;appointment unavailable;urgent Aadhaar update;representation pending;identity verification issue;resident data mismatch,"Manager, Aadhaar Seva Kendra / TNeGA e-Sevai Centre","Regional Office, UIDAI",State e-Governance Agency (TNeGA),District Collector,enrolment_number;centre_name
aadhaar_enrolment,new Aadhaar enrolment delayed;child Aadhaar enrolment;newborn Aadhaar not issued;appointment unavailable;documents rejected wrongly;biometric capture failed;iris scan failed;fingerprint capture failed;enrolment acknowledgement lost;Aadhaar not generated;enrolment cancelled;duplicate enrolment issue;resident details incorrect;address proof rejected;proof of identity rejected;proof of birth rejected;operator absent;enrolment centre closed;token not issued;long waiting time;special camp requested;home enrolment for disabled;senior citizen enrolment assistance;tribal area enrolment issue;mobile enrolment unit requested;representation pending;UIDAI technical issue;urgent enrolment required;passport application delayed due to Aadhaar;school admission affected,"Manager, Aadhaar Seva Kendra / TNeGA e-Sevai Centre","Regional Office, UIDAI",State e-Governance Agency (TNeGA),District Collector,enrolment_number;centre_name
aadhaar_biometric_issue,biometric mismatch;fingerprint authentication failed;iris authentication failed;face authentication failed;elderly biometric failure;manual authentication denied;Aadhaar authentication failed for pension;PDS biometric failure;bank biometric failure;MNREGA biometric issue;EPFO authentication failed;NPCI authentication issue;duplicate biometric records;wrong biometric linked;biometric update pending;child biometric update due;UIDAI error;device malfunction;operator error;authentication lock;identity verification failed;e-KYC failure;SIM verification failure;DBT stopped due to Aadhaar;medical condition affecting biometrics;representation pending;urgent biometric update;disabled person authentication issue;authentication exemption requested;government benefits denied,"Manager, Aadhaar Seva Kendra / TNeGA e-Sevai Centre","Regional Office, UIDAI",State e-Governance Agency (TNeGA),District Collector,enrolment_number;centre_name
passport_police_verification,police verification delayed;police verification pending;adverse police report issued wrongly;address verification issue;neighbour verification dispute;verification officer absent;verification appointment delayed;passport file pending at police station;incorrect police remarks;tenant verification issue;employment verification issue;criminal record wrongly reported;identity mismatch;document verification pending;police demanding bribe;verification not completed;re-verification requested;verification after address change;verification for minor passport;verification after marriage;urgent passport verification;representation pending;passport office waiting for police report;police portal not updated;verification status incorrect;inspection requested;passport application held up;verification certificate correction;false adverse report;police inaction,Inspector of Police,Deputy Superintendent of Police,Superintendent of Police / Commissioner of Police,Regional Passport Officer,application_number;police_station
passport_delay,passport not issued;passport printing delayed;passport dispatch delayed;application under review;passport application pending;tatkal passport delayed;reissue passport delayed;renewal delayed;passport booklet damaged;passport lost and reissue delayed;passport withheld;police clearance received but passport pending;file under administrative review;document verification pending;address mismatch;name mismatch;DOB mismatch;urgent passport for employment;urgent passport for education;urgent passport for medical treatment;passport tracking not updated;representation pending;passport returned undelivered;passport office appointment unavailable;passport portal error;passport office not responding;grievance unresolved;embassy document urgency;travel date approaching;application wrongly closed,Regional Passport Officer,"Joint Secretary (Passport Services), Ministry of External Affairs",Chief Passport Officer,District Collector,application_number;application_date
passport_document_issue,passport application rejected due to documents;birth certificate mismatch;name mismatch in passport;spelling correction;date of birth correction;address proof rejected;marriage certificate issue;divorce decree issue;legal heir documentation;adoption documents;court order required;annexure discrepancy;police clearance mismatch;educational certificate mismatch;identity proof rejected;citizenship proof issue;ECNR endorsement issue;ECR removal request;minor passport consent issue;single parent passport issue;guardian documents rejected;reissue due to damaged passport;duplicate passport request;supporting documents not accepted;representation pending;urgent document verification;passport correction request;document upload failure;application resubmission;document scrutiny delay,Regional Passport Officer,"Joint Secretary (Passport Services), Ministry of External Affairs",Chief Passport Officer,District Collector,application_number;application_date
pan_correction,PAN name correction;father's name correction;date of birth correction;photograph correction;signature correction;gender correction;PAN linked to wrong Aadhaar;duplicate PAN;PAN surrender issue;PAN card not received;PAN data mismatch;PAN reprint delayed;NSDL application pending;UTIITSL application pending;e-PAN not downloadable;PAN linked to wrong mobile number;income tax profile mismatch;PAN verification failed;bank KYC affected;demat KYC affected;GST registration affected;company PAN issue;minor PAN correction;representation pending;document verification delayed;application rejected;urgent PAN correction;identity mismatch;tax filing affected;financial transaction blocked,PAN Service Centre (NSDL/UTIITSL),Income Tax Officer (Jurisdictional),Principal Chief Commissioner of Income Tax,CBDT Grievance Cell,application_number;application_date
pan_application_delay,new PAN application pending;e-PAN not generated;physical PAN not delivered;application under verification;document verification pending;identity proof rejected;address proof rejected;date of birth proof rejected;application wrongly rejected;duplicate application issue;NSDL portal error;UTIITSL portal error;Aadhaar authentication failed;e-KYC issue;mobile OTP failure;email verification failure;PAN allotted but card not printed;urgent PAN for employment;urgent PAN for bank account;urgent PAN for company registration;tracking not updated;representation pending;dispatch delayed;application closed incorrectly;document upload failed;digital signature issue;foreign citizen PAN delay;minor PAN application delay;grievance unresolved;application processing delay,PAN Service Centre (NSDL/UTIITSL),Income Tax Officer (Jurisdictional),Principal Chief Commissioner of Income Tax,CBDT Grievance Cell,application_number;application_date
voter_id_addition,new voter registration pending;Form 6 application pending;eligible voter omitted;18 years completed but not enrolled;name missing from electoral roll;online application pending;offline application not processed;address verification delayed;BLO not visited;duplicate application issue;application rejected wrongly;citizenship proof dispute;residence proof rejected;student voter registration;tenant voter registration;married woman registration;shifted residence registration;NRI voter eligibility;service voter issue;application status not updated;EPIC not generated;electoral roll revision issue;special camp grievance;Aadhaar linkage issue;BLO misconduct;wrong assembly constituency assigned;representation pending;urgent inclusion before election;summary revision complaint;continuous updation request,Electoral Registration Officer (ERO),District Election Officer,"Chief Electoral Officer, Tamil Nadu",Election Commission of India,application_number;part_number;village
voter_id_correction,name spelling correction;date of birth correction;gender correction;photograph correction;address correction;relationship correction;EPIC details incorrect;duplicate voter record;part number correction;section number correction;assembly constituency correction;transposition within constituency;Aadhaar mismatch;identity proof mismatch;application under verification;Form 8 pending;BLO verification delayed;EPIC printing error;electoral roll correction delayed;online correction pending;offline correction pending;application rejected wrongly;supporting documents ignored;representation pending;urgent correction before election;wrong language in EPIC;mobile number update;email update;status not updated;EPIC not reissued,Electoral Registration Officer (ERO),District Election Officer,"Chief Electoral Officer, Tamil Nadu",Election Commission of India,epic_number;part_number;village
voter_id_deletion,duplicate voter entry;deceased voter not removed;shifted residence deletion;wrongful deletion from electoral roll;Form 7 pending;objection to inclusion;bogus voter complaint;multiple EPIC records;deletion request rejected;verification not conducted;BLO not responding;illegal deletion;family member deleted wrongly;deceased records not updated;objection pending;electoral fraud complaint;wrong constituency deletion;online request pending;offline request pending;identity verification issue;citizenship dispute;representation pending;electoral roll purification;court order not implemented;status not updated;duplicate household entries;summary revision grievance;urgent restoration requested;EPIC cancellation issue;false objection complaint,Electoral Registration Officer (ERO),District Election Officer,"Chief Electoral Officer, Tamil Nadu",Election Commission of India,epic_number;part_number;village
polling_station_issue,polling booth too far;polling station shifted without notice;name missing at polling station;incorrect polling station assigned;disabled access unavailable;wheelchair unavailable;ramp not provided;drinking water unavailable;toilet unavailable;long queue mismanagement;EVM malfunction;VVPAT issue;polling staff misconduct;voter intimidation;campaigning near booth;law and order issue;security concerns;booth accessibility issue;women voter facilities unavailable;senior citizen facilities unavailable;incorrect voter slip;polling station overcrowded;temporary polling station issue;public grievance on polling arrangements;inspection requested;model code violation;polling infrastructure complaint;representation pending;re-poll request;urgent election arrangement,Returning Officer,District Election Officer,"Chief Electoral Officer, Tamil Nadu",Election Commission of India,polling_station;village
rti_application,RTI application drafting;information under RTI Act;certified copies requested;file noting requested;status of government application;inspection of records;government expenditure details;tender information;recruitment records;land records requested;revenue records;building approval details;environment clearance records;beneficiary list requested;contract copy requested;government order copy;official correspondence requested;delay in public service details;department-wise information;action taken report requested;scheme implementation details;public authority records;citizen information request;online RTI filing;fee payment clarification;BPL applicant RTI;life and liberty RTI;information in electronic form;postal RTI application;RTI assistance requested,Public Information Officer (Concerned Department),,,,pio_office;application_date
rti_first_appeal,no reply within 30 days;incomplete information supplied;information denied wrongly;Section 8 wrongly invoked;higher fee demanded;information misleading;documents withheld;inspection denied;certified copies refused;PIO transferred application improperly;partial disclosure;delay beyond statutory period;life and liberty RTI delayed;BPL RTI rejected;records stated unavailable;file noting denied;electronic records denied;appeal against deemed refusal;public interest ignored;appeal against excessive fees;wrong public authority transfer;non-speaking order;representation against PIO;hearing requested;penalty against PIO requested;FAA not disposing appeal;delay by First Appellate Authority;information destroyed allegation;urgent hearing requested;compliance with RTI Act requested,First Appellate Authority (Concerned Department),,,,pio_office;application_date;application_number
rti_second_appeal,first appeal not disposed;FAA order ignored;information still denied;non-compliance with FAA order;PIO repeatedly refusing information;malafide denial;false information supplied;records concealed;delay after first appeal;public authority non-compliance;penalty on PIO requested;compensation sought;inspection denied despite appeal;certified copies withheld;public interest ignored;wrong exemption invoked;records destroyed allegation;hearing before Information Commission;complaint under RTI Act;deemed refusal continued;FAA biased decision;life and liberty information delayed;electronic records denied;systemic RTI violation;urgent intervention requested;state information commission hearing;compliance monitoring;department ignoring RTI Act;constitutional transparency issue;representation pending,Tamil Nadu State Information Commission,,,,pio_office;application_date;application_number
court_certified_copy,certified copy application pending;judgment copy delayed;order copy delayed;decree copy pending;copy application not numbered;urgent copy not issued;copying section delay;missing case records;incorrect certified copy;illegible copy supplied;copy fee dispute;copy application rejected;copy ready but not delivered;online copy application pending;e-Courts copy issue;copy status not updated;appeal limitation affected;advocate copy request;party-in-person request;multiple copy requests;certified translation requested;annexures missing;copy authentication issue;representation to court registry;copy lost in transit;duplicate certified copy;urgent certified copy;registry not responding;judicial delay complaint;record reconstruction requested,Copying Section Superintendent / Registrar (Concerned Court),Principal District Judge / Registrar,High Court Registrar General,,case_number;court_name
legal_aid_request,free legal aid requested;legal aid for women;legal aid for SC/ST;legal aid for senior citizen;legal aid for disabled person;legal aid for child;legal aid for domestic violence case;legal aid for maintenance case;legal aid for labour dispute;legal aid for consumer dispute;legal aid for land dispute;legal aid for criminal defence;legal aid for accident claim;legal aid lawyer not appointed;legal aid advocate changed;poor representation by legal aid counsel;Lok Adalat referral requested;pre-litigation mediation;victim compensation assistance;legal awareness request;prison legal aid;juvenile legal aid;family court legal aid;appeal legal aid;representation pending;financial eligibility dispute;urgent legal assistance;legal services camp requested;legal counselling requested;case follow-up,"Secretary, District Legal Services Authority","Member Secretary, Tamil Nadu State Legal Services Authority","Executive Chairman, Tamil Nadu State Legal Services Authority",,case_details_summary;court_name
lok_adalat_request,pre-litigation Lok Adalat request;pending civil case settlement;motor accident claim settlement;bank loan settlement;family dispute settlement;matrimonial dispute;cheque bounce settlement;labour dispute settlement;electricity bill dispute;water tax dispute;property tax settlement;consumer dispute settlement;partition dispute;money recovery dispute;insurance claim settlement;compoundable criminal case;land boundary dispute;neighbour dispute settlement;execution petition settlement;pending appeal settlement;mediation request;mutual compromise;settlement award copy;Lok Adalat date request;case not listed;representation pending;urgent settlement;legal services assistance;conciliation request;amicable resolution,"Secretary, District Legal Services Authority","Member Secretary, Tamil Nadu State Legal Services Authority","Executive Chairman, Tamil Nadu State Legal Services Authority",,case_number;court_name
commercial_tax_refund,commercial tax refund pending;VAT refund delayed;CST refund pending;excess tax paid;wrong tax assessment leading to refund;refund withheld without reason;refund adjusted incorrectly;refund application pending;interest on delayed refund;manual refund not processed;TIN migration issue;legacy VAT refund;appeal order refund not given;court order refund pending;duplicate tax payment;refund due after assessment revision;refund due after appellate order;refund portal issue;bank account mismatch;refund verification pending;department not responding;refund rejected without speaking order;rectification pending;refund file missing;representation pending;urgent refund for business continuity;audit completed but refund withheld;tax officer delay;refund calculation error;refund sanction not issued,State Tax Officer,Deputy Commissioner (Commercial Taxes),Joint Commissioner (Commercial Taxes),Commissioner of Commercial Taxes,gstin;refund_period
gst_registration_issue,GST registration pending;GST registration rejected;GST registration cancelled wrongly;revocation of cancellation pending;GSTIN not generated;Aadhaar authentication failed;business address verification delayed;additional place of business issue;amendment pending;core field amendment;non-core amendment;registration suspended;PAN mismatch;constitution of business change;authorized signatory issue;digital signature error;EVC failure;portal technical error;new business registration delayed;casual taxable person registration;composition registration issue;registration migration issue;application under clarification;clarification submitted but pending;registration restored by order not implemented;representation pending;appeal against rejection;GST officer not responding;physical verification delay;startup registration issue,State Tax Officer,Deputy Commissioner (Commercial Taxes),Joint Commissioner (Commercial Taxes),Commissioner of Commercial Taxes,arn_number;business_name
gst_refund_delay,GST refund pending;IGST export refund delayed;inverted duty refund pending;excess cash ledger refund;SEZ refund pending;refund application under process;RFD-01 pending;deficiency memo dispute;refund withheld;refund rejected wrongly;interest on delayed refund;shipping bill mismatch;invoice mismatch;bank account validation failed;refund after appellate order;refund after court order;export without payment refund;accumulated ITC refund;manual refund issue;GST portal error;verification delayed;officer not issuing order;representation pending;urgent working capital issue;startup refund delayed;MSME refund delay;refund reprocessed;duplicate application issue;refund credited to wrong account;sanction order pending,State Tax Officer,Deputy Commissioner (Commercial Taxes),Joint Commissioner (Commercial Taxes),Commissioner of Commercial Taxes,gstin;arn_number;refund_period
professional_tax_issue,professional tax assessment dispute;professional tax overcharged;professional tax demand incorrect;professional tax exemption denied;professional tax registration pending;professional tax enrolment certificate issue;professional tax renewal pending;professional tax payment not updated;duplicate demand notice;wrong employee count;penalty imposed wrongly;interest calculation dispute;closure of business not updated;trade discontinued but tax demanded;online portal issue;property linked incorrectly;assessment revision requested;refund of excess payment;appeal against assessment;name correction;address correction;TIN/PTIN mismatch;representation pending;municipal officer not responding;collection error;double taxation complaint;professional tax certificate pending;compliance dispute;urgent correction;business licence linked issue,Commissioner / Executive Officer (Local Body),Regional Director of Municipal Administration,Director of Municipal Administration,District Collector,assessment_number;business_name
trade_licence,new trade licence pending;shop licence application delayed;trade licence rejected;business licence renewal refused;incorrect licence category;food business licence linked issue;licence inspection delayed;health inspector report pending;fire NOC pending;building approval linked issue;trade licence transfer;change of ownership;change of business activity;address change;duplicate licence requested;licence lost;licence cancellation dispute;online application pending;fees paid but licence not issued;representation pending;illegal demand by officials;licence validity correction;temporary trade licence;street business licence;commercial establishment licence;municipal portal error;inspection not conducted;licence conditions disputed;urgent licence for business;startup licence issue,Commissioner / Executive Officer / Block Development Officer,Regional Director of Municipal Administration / Assistant Director of Town Panchayats,Director of Municipal Administration / Director of Town Panchayats,District Collector,application_number;shop_name;ward_number
trade_licence_renewal,trade licence renewal delayed;renewal application pending;renewal rejected wrongly;fees paid but renewal not issued;inspection pending;health certificate pending;fire safety certificate pending;ownership change affecting renewal;address change pending;business activity modification;late fee dispute;penalty dispute;renewal portal issue;duplicate renewal application;renewal certificate not downloadable;renewal approval withheld;representation pending;renewal after court order;licence expired during processing;renewal refused without reasons;commercial tax linkage issue;GST linkage issue;building approval pending;temporary renewal requested;renewal for seasonal business;renewal status not updated;document verification pending;renewal certificate correction;urgent renewal request;business closure due to delay,Commissioner / Executive Officer / Block Development Officer,Regional Director of Municipal Administration / Assistant Director of Town Panchayats,Director of Municipal Administration / Director of Town Panchayats,District Collector,licence_number;shop_name;ward_number
street_vendor_certificate,street vendor certificate pending;Certificate of Vending not issued;vendor survey not conducted;vendor omitted from survey;Town Vending Committee not functioning;vending zone allocation pending;eviction despite eligibility;identity card not issued;renewal delayed;change of vending location;hawker licence pending;vendor harassment;illegal eviction;confiscation of goods;representation against eviction;weekly market allocation;night market permission;women vendor issue;disabled vendor issue;bank loan linked vendor certificate;PM SVANidhi eligibility issue;vendor category correction;appeal against rejection;survey list correction;vending fee dispute;temporary vending permission;certificate lost;duplicate certificate;urban livelihood issue;municipal enforcement complaint,Commissioner / Executive Officer,Town Vending Committee,District Collector,Director of Municipal Administration,application_number;market_place
shop_sealing,shop sealed without notice;illegal shop sealing;seal not removed after compliance;building violation linked sealing;trade licence dispute;fire safety compliance completed;food licence issue;court stay ignored;lock and seal action challenged;encroachment dispute;tax arrears linked sealing;unauthorized commercial use;representation before reopening;partial sealing requested;wrong premises sealed;tenant shop sealed instead of owner;essential service shop sealed;inspection report disputed;high court order not implemented;seal broken allegation;appeal against sealing;municipal enforcement excess;business loss due to illegal sealing;urgent reopening request;compliance certificate submitted;hearing not provided;principles of natural justice violated;shop inventory damaged;illegal demolition threat;restoration of business requested,Commissioner / Executive Officer,Regional Director of Municipal Administration,District Collector,Director of Municipal Administration,shop_name;door_number;street_name
cmda_planning_permission,CMDA planning permission pending;planning permit rejected;building plan approval delayed;planning permit revision;additional floor approval;change of land use;special building approval;multi-storeyed building approval;planning permission transfer;revalidation of planning permit;planning permit expired;NOC pending;fire NOC pending;airport NOC pending;environment clearance pending;ownership document dispute;gift deed issue affecting approval;patta mismatch;survey number mismatch;FMB discrepancy;setback dispute;FSI calculation dispute;OSR issue;road widening reservation;appeal against rejection;representation pending;online application pending;scrutiny delayed;completion certificate linked;development charge dispute,"Member Secretary, CMDA","Chief Planner, CMDA","Commissioner, CMDA",Housing and Urban Development Department,application_number;door_number;street_name;ward_number;survey_number
dtcp_layout_approval,DTCP layout approval pending;layout regularisation;layout rejected;subdivision approval delayed;gift deed for roads pending;open space reservation issue;road width dispute;park reservation issue;layout sketch correction;survey mismatch;patta mismatch;planning permit linked issue;technical approval pending;developer not complying with DTCP norms;appeal against rejection;reclassification linked issue;agricultural land conversion;unauthorised layout regularisation;layout completion pending;layout release order delayed;document scrutiny pending;fees paid but approval pending;online portal issue;representation pending;inspection delayed;site verification pending;gift deed registration issue;approval validity extension;development charges dispute;public infrastructure compliance,"Assistant Director, DTCP","Deputy Director, DTCP",Director of Town and Country Planning,District Collector,application_number;survey_number;village;taluk
unauthorised_layout,unauthorised layout formed;plots sold without DTCP approval;layout lacking approval;illegal plotting of agricultural land;roads not gifted to local body;OSR land encroached;buyers cheated by promoter;layout regularisation requested;electricity denied due to unapproved layout;water connection denied;building approval refused due to layout status;fake DTCP approval;forged layout approval;layout advertisement misleading;developer absconding;survey mismatch;patta not issued;road access unavailable;drainage not provided;streetlights absent;public amenities missing;layout violating master plan;layout overlapping government land;layout on waterbody;layout on poromboke land;representation for regularisation;planning authority not responding;developer violating approval conditions;completion certificate pending;citizen complaint against illegal layout,"Assistant Director, DTCP","Deputy Director, DTCP",Director of Town and Country Planning,District Collector,survey_number;village;taluk;promoter_details
occupation_certificate,occupation certificate pending;OC not issued after construction;building occupied without OC;OC application delayed;completion inspection pending;fire NOC pending;CMDA approval linked;DTCP approval linked;structural stability certificate pending;water connection linked;sewer connection linked;builder refusing to obtain OC;builder handing over flats without OC;municipality delaying OC;online application pending;fees paid but OC not issued;inspection report pending;minor deviations dispute;major deviation dispute;representation pending;appeal against rejection;court order not implemented;apartment association grievance;unsafe occupation allegation;bank loan affected due to missing OC;property registration affected;electricity service linked issue;developer non-compliance;document scrutiny pending;urgent OC requested,Commissioner / Executive Officer,"Regional Director of Municipal Administration / Deputy Director, DTCP",Director of Municipal Administration / Director of Town and Country Planning,District Collector,application_number;door_number;street_name;ward_number;survey_number
